Molecule ChEMBL ID,smiles,pIC50
CHEMBL3431153,CN(Cc1ccccc1)Cc1nnnn1C1CCN(Cc2ccc(-n3ccnc3)cc2)CC1,6.40
CHEMBL3431182,COc1ccc(CNc2nsc3ccccc23)cc1OC,5.20
CHEMBL3431192,Cc1cc(Nc2cc(C3CC3)[nH]n2)nc(N2CCCC2)n1,7.10
CHEMBL3431204,CCc1cc(C(=O)Nc2nccn2-c2ccccc2)cs1,5.50
CHEMBL3431205,COc1cc(NC(=O)Nc2cccc(CNC(=O)OC3CCCCC3)c2)ccc1-c1cnco1,6.00
CHEMBL3431209,O=C1NCc2cccc(Nc3nc(N[C@H]4CC[C@H](O)CC4)ncc3Br)c21,6.20
CHEMBL3786164,O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(-c3ccc(F)cc3)nc1)C2,5.89
CHEMBL473520,N#Cc1c(-c2ccc(OC(F)(F)F)cc2)[n+]([O-])c2ccccc2[n+]1[O-],4.84
CHEMBL460705,COc1ccc2c(c1)[n+]([O-])c(C#N)c(-c1ccccc1)[n+]2[O-],4.71
CHEMBL3613583,NC(=S)N/N=C(\COc1ccc(F)c(Cl)c1)c1ccc(Br)cc1,5.05
CHEMBL3613586,NC(=S)N/N=C(\COc1ccc(Cl)cc1)c1ccc(Br)cc1,4.95
CHEMBL3613587,NC(=S)N/N=C(\COc1ccc(Cl)c(Cl)c1)c1ccc(Br)cc1,5.08
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,4.56
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,4.54
CHEMBL1565322,CC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,4.80
CHEMBL479592,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(Cl)cc1,4.84
CHEMBL3415955,CC(C)c1ccc(C(=O)N/N=C/c2ccc([N+](=O)[O-])o2)cc1,5.04
CHEMBL3329518,C/C(=N\Nc1nc(-c2ccc(F)cc2)cs1)c1ccccn1,5.42
CHEMBL3739725,NCc1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)N(Cc1ccccc1)CCC3,4.42
CHEMBL3740568,NCc1ccc(-c2nc3ccc(Cl)cc3c3c2CCCCN3)cc1,4.49
CHEMBL3740787,CCN(CC)CCCc1cc2cc(Cl)ccc2nc1-c1cccs1,4.11
CHEMBL45843,N=C(N)Nc1ccc(-c2ccc(-c3ccc(NC(=N)N)cc3Cl)o2)c(Cl)c1,6.54
CHEMBL3637893,Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,5.39
CHEMBL3431294,O=C(NCCc1ccn(-c2ccccc2)n1)C1CCCCC1,6.14
CHEMBL3221053,C=CCc1cc(C)c(O)c(C)c1CCCCN(CCCCc1c(CC=C)cc(C)c(O)c1C)Cc1ccccc1,4.70
CHEMBL3221056,Cc1cc(C)c(CCCCNCc2ccccc2)c(C)c1O,5.00
CHEMBL1863383,OC(c1ccc(C(F)(F)F)cc1)(c1cccnc1)c1ccc(Cl)cc1F,8.70
CHEMBL1863447,OC(c1ccc(Cl)cc1)(c1cccnc1)c1cncs1,6.85
CHEMBL1862910,OC(c1cccnc1)(c1ccc(Cl)cc1F)c1ccc(Cl)cc1F,7.80
CHEMBL2042786,COc1cc(/C=N/NC(=O)/C=C/c2ccccc2)cc(OC)c1OC,4.16
CHEMBL2064835,Cc1ccc(-c2csc(N/N=C3\CCc4c(C)cccc43)n2)cc1,4.76
CHEMBL2064835,Cc1ccc(-c2csc(N/N=C3\CCc4c(C)cccc43)n2)cc1,6.14
CHEMBL2064842,Cc1ccc(-c2csc(N/N=C3\CCc4cc(C)ccc43)n2)cc1,5.87
CHEMBL2064843,Cc1ccc2c(c1)/C(=N/Nc1nc(-c3ccccc3)cs1)CC2,5.40
CHEMBL2059371,COC1=CC(=O)c2ccccc2C12CO2,5.95
CHEMBL2059458,C=CCOC1=CC(=O)c2ccccc2C12CO2,6.70
CHEMBL4451604,Cl.Cl.Cl.NCCN(CCN)CCNCc1ccc2c(c1)Cc1ccccc1-2,4.75
CHEMBL4452356,CC(C)c1ccc(-c2c[nH]cc2C(c2ccc(Cl)cc2Cl)n2ccnc2)cc1,7.18
CHEMBL4531585,CN(C)c1cccc2c(S(=O)(=O)NCCN(CCN)CCN)cccc12.Cl.Cl.Cl.Cl,4.18
CHEMBL4280381,COc1cccc(SC(C2=C(O)C(=O)c3ccccc3C2=O)c2ccccc2)c1,4.58
CHEMBL2316645,O=C1C(O)=C(C(Sc2ccc(Cl)cc2)c2ccccc2)C(=O)c2ccccc21,5.10
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,4.82
CHEMBL489290,N#Cc1c(-c2ccc(F)cc2)[n+]([O-])c2ccc(F)cc2[n+]1[O-],4.84
CHEMBL4093261,c1ccc2c(c1)CCN(c1ccncn1)C2,5.51
CHEMBL3633322,O=C(Cn1cnc([N+](=O)[O-])n1)N1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,7.14
CHEMBL2413120,N#Cc1ccc(C(=O)N/N=C/c2ccc([N+](=O)[O-])o2)cc1,4.60
CHEMBL563867,COc1cc2nc(N3CCN(C(=O)[C@H]4Cc5ccccc5CN4)CC3)nc(N)c2cc1OC,4.56
CHEMBL4060076,CC(=O)O[C@@H]1[C@@H](CI)O[C@@H](n2cnc3c(N)nc(F)nc32)[C@@H]1OC(C)=O,4.85
CHEMBL4081985,CNc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CSC)[C@@H](O)[C@H]1O,4.66
CHEMBL506873,c1ccc2cc(CC3CN4CCC3CC4)ccc2c1,4.59
CHEMBL1922311,Nc1c(C2=NCCN2)cnn1-c1cc(Cl)cc(Cl)c1,4.90
CHEMBL1922313,Nc1c(C2=NCCN2)cnn1-c1cccc(Br)c1,4.17
CHEMBL4447402,CCCCCCNc1c(N(C)CCCN(C)C)c(=O)c1=O,4.76
CHEMBL125,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,4.70
CHEMBL4447402,CCCCCCNc1c(N(C)CCCN(C)C)c(=O)c1=O,4.22
CHEMBL4450115,CCCCCCCCCCCCCCCCNc1c(N(C)CCCN(C)C)c(=O)c1=O,5.25
CHEMBL4527272,Cl.Cl.Cl.Cl.Cl.Cl.c1ccc(-c2n[nH]cc2CNCCN(CCNCc2c[nH]nc2-c2ccccc2)CCNCc2c[nH]nc2-c2ccccc2)cc1,4.05
CHEMBL3633320,O=C(Cn1cnc([N+](=O)[O-])n1)N1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,6.06
CHEMBL2335500,Cl.c1cc2nc(c1)CNCCN(CCNCc1cccc3ccccc13)CCNC2,4.71
CHEMBL3431364,CC(C(=O)Nc1ccc(Br)cc1)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1,5.60
CHEMBL3431387,CCN(CC)S(=O)(=O)c1ccc(OC)c(NC(=O)c2ccc([N+](=O)[O-])s2)c1,6.60
CHEMBL3431410,N#Cc1cc(N2CCCC2=O)ccc1Sc1ccccc1CO,6.60
CHEMBL3431007,CS(=O)(=O)c1ccccc1C(=O)N(Cc1ccccc1)c1ccccc1,4.30
CHEMBL3430992,Cc1c(C#N)c([N+](=O)[O-])nn1Cc1cccc(Cl)c1Cl,7.40
CHEMBL3430993,Cc1c(CNC(=O)c2ccc(Cn3cc(Cl)c([N+](=O)[O-])n3)cc2)cnn1C,6.10
CHEMBL3430958,CCN(CC)c1ncc(C(=O)c2ccc([N+](=O)[O-])o2)s1,4.90
CHEMBL3431402,C[C@@H](Oc1cc(-n2cnc3ccc(CC(O)CO)cc32)sc1C(N)=O)c1ccccc1Cl,6.90
CHEMBL3430977,Cc1nc2c(-c3cccs3)c(C)nn2c(NCCO)c1C,4.40
CHEMBL3430985,CCOc1ccc(CN(C)Cc2nc(Nc3ccc(C)cc3)[nH]c(=N)n2)cc1,5.20
CHEMBL3431003,COc1ccc(NS(=O)(=O)c2cc(NC(=O)c3ccc([N+](=O)[O-])s3)ccc2OC)cc1,7.15
CHEMBL3431018,Cc1nnc(-c2nc(NCc3ccc(Cl)cc3)c3cccnc3c2O)[nH]1,6.20
CHEMBL3431024,O=C(CCCn1cnc([N+](=O)[O-])n1)Nc1cccc(Cl)c1,6.70
CHEMBL3431027,CN1C(=O)c2ccccc2Sc2ccc(NC(=O)NCc3ccco3)cc21,5.00
CHEMBL3431031,COc1ccc(-c2cc(C)no2)cc1S(=O)(=O)Nc1ccc(F)c(Cl)c1,5.80
CHEMBL1354075,Cc1ccnc(NS(=O)(=O)c2ccc(NC(=O)c3ccc([N+](=O)[O-])s3)cc2)n1,5.70
CHEMBL3431070,CN(C)S(=O)(=O)c1cccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)c1,6.30
CHEMBL3431346,COc1ccc(-c2csc(NC(=O)c3ccc([N+](=O)[O-])s3)n2)cc1,6.60
CHEMBL3431074,O=C(NCCNc1noc(-c2ccc([N+](=O)[O-])cc2)n1)c1ccc(Cl)cc1,5.70
CHEMBL3431089,COc1cnc2ccc(=O)n(CCN3CCC(NC(=O)Cc4ccc(Cl)c(Cl)c4)CC3)c2c1,6.50
CHEMBL3431092,CC(C)COC(=O)Nc1ccc(N2CCC(CNS(=O)(=O)c3ccccc3)CC2)c(F)c1,5.00
CHEMBL3431093,Cn1c(CC(=O)NNC(=O)c2ccc3ccccc3n2)nc2ccccc21,5.50
CHEMBL3431101,COc1cc(OC)cc(C(NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)c2nccn2C)c1,5.40
CHEMBL3431102,Cc1ccc(C)c(CN2C(=O)NC3(CCc4ccccc43)C2=O)c1,4.60
CHEMBL3431109,CCCn1c(NC(=O)CCn2cc(Br)cn2)nc2ccccc21,5.30
CHEMBL3431129,CC(c1cc(Cl)cc(Cl)c1)N(C)c1ncc2c(N)nc(N)nc2n1,7.20
CHEMBL3431141,COc1ccc(C(=O)Nc2cc(C(F)(F)F)ccc2N2CCOCC2)c(OC)c1,6.00
CHEMBL3431150,CCOc1cnn(C)c(=O)c1Nc1ccc(C(=O)NCc2ccc(F)cc2)cc1,6.60
CHEMBL3431157,Cc1nn(-c2nc3ccccc3s2)c2c1C(c1ccc(OCC(N)=O)cc1)SCC(=O)N2,5.30
CHEMBL1593679,O=C(NCC(c1cccnc1)N1CCc2ccccc2C1)C(=O)Nc1cccc(Cl)c1,6.70
CHEMBL3431160,Cc1ccccc1NS(=O)(=O)c1ccc2[nH]cc(C(=O)NC3CCCC(C)C3C)c(=O)c2c1,5.30
CHEMBL3431194,CS(=O)(=O)N1CCC(Nc2ncc(Br)c(Nc3cccc(F)c3C(N)=O)n2)CC1,6.50
CHEMBL3431224,CC(C)C[C@H](NC(=O)c1csc(-c2cccs2)n1)C(=O)NC1(C#N)CC1,4.60
CHEMBL3431232,Cc1c(C(C)NC(=O)Nc2cccc(Cl)c2)sc2ncnn12,6.85
CHEMBL3431041,CCOc1ccc(N(C)S(=O)(=O)c2ccc3[nH]cc(C(=O)NC4CCCC4)c(=O)c3c2)cc1,5.10
CHEMBL2356808,O=C(NCCc1csc(-c2ccc(F)cc2)n1)c1ccco1,5.65
CHEMBL3431255,Cc1cc(=O)n2nc(Oc3ccc(C#N)cc3Cl)sc2n1,4.50
CHEMBL3431285,Cc1nc2c(-c3ncn[nH]3)cc(NC(=O)Cc3ccccc3)cn2c1C.O=CO,5.20
CHEMBL3431288,COc1cc(Nc2nccc(Nc3onc(C)c3C)n2)cc(S(=O)(=O)C2CCOCC2)c1,5.00
CHEMBL3431403,O=C(c1ccccc1)N1CCC(C(=O)N2CCC(Oc3ccccc3Cl)CC2)CC1,4.50
CHEMBL3431406,CCCc1cc(N)nc(-c2cc(CCC)cc(N)n2)c1,6.20
CHEMBL3431418,O=C1CN(C2CCCc3c(OCc4ccncc4)cccc32)C(=O)N1C1CCCCC1,7.80
CHEMBL3431426,CN(C)CCOc1ccc(N2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)cc1,6.20
CHEMBL3430918,CS(=O)(=O)O.Cc1cc(Br)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2Cc2ccnc(N)c2)c1,6.50
CHEMBL3431434,CNc1cc(Cn2c(C(=O)c3cc(C)cc(Cl)c3)c(C(C)C)c(=O)[nH]c2=O)ccn1,7.70
CHEMBL3431441,O=C(NCC1CCCCN1C(=O)c1cccc2ccccc12)c1ccccc1,5.30
CHEMBL3430923,CC(C)N(C(=O)CN1C(=O)C(N)C(=O)N(c2ccccc2)c2ccccc21)c1ccccc1,6.40
CHEMBL3430933,COc1ccc(CN(C)Cc2ccncc2)cc1-c1ccc(S(=O)(=O)NC2CCC2)s1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,6.30
CHEMBL3430951,COc1cccc2sc(CN(C)C(=O)C3CNCCN3c3ccc(F)cc3)c(C)c12.O=C(O)C(F)(F)F,6.80
CHEMBL3430999,O=C(c1cc2cc(Cl)ccc2[nH]1)N1CCCCC1c1cccnc1,6.90
CHEMBL3431001,O=S(=O)(c1ccccc1C(F)(F)F)N1CCN(Cc2ccc(-n3ccnc3)cc2)CC1,6.70
CHEMBL3431010,Cc1ccc(-c2csc(NC(=O)C=Cc3ccc(S(=O)(=O)N4CCOCC4)cc3)n2)o1,5.00
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,4.55
CHEMBL3793913,CCOC(=O)CCCn1c2ccc([N+](=O)[O-])cc2c(=O)n1Cc1ccccc1,4.95
CHEMBL3794149,O=c1c2cc([N+](=O)[O-])ccc2n(CCCO)n1Cc1ccccc1,5.78
CHEMBL3792685,CCOC(=O)n1c2ccc([N+](=O)[O-])cc2c(=O)n1Cc1ccccc1,4.31
CHEMBL258556,c1ccc2[nH]c(-c3ccc(OCCCCCCOc4ccc(-c5nc6ccccc6[nH]5)cc4)cc3)nc2c1,5.22
CHEMBL1928246,c1ccc2[nH]c(-c3ccc(OCCCCCCCCOc4ccc(-c5nc6ccccc6[nH]5)cc4)cc3)nc2c1,4.24
CHEMBL1939609,COC(=O)C1=NN(c2ccc(Cl)cc2)C2C3N(c4ccc(Cl)cc4)N=C(C(=O)OC)N3c3c(C)cccc3N12,4.19
CHEMBL1939610,COC(=O)C1=NN(c2ccccc2)C2=CNc3c(C)cccc3N21,4.19
CHEMBL1939731,CC(=O)C1=NN(c2ccccc2)C2C3N(c4ccccc4)N=C(C(C)=O)N3c3[nH]c(-c4ccccc4)cc3N12,4.19
CHEMBL3431143,CC(C)S(=O)(=O)c1ccc(-c2cnc(N)c3cc(-c4ccnc(N)n4)ccc23)cc1,4.40
CHEMBL3104529,CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,8.52
CHEMBL2448750,CC(=O)N(Cc1c[nH]cn1)c1ccc(-c2ccc(F)cc2)cc1F,7.55
CHEMBL321399,O=C(NCCN1CCOCC1)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],5.80
CHEMBL1946882,COc1cc(CCc2cccc3ccccc23)oc(=O)c1,4.12
CHEMBL1922440,Cl.O=[N+]([O-])c1ncn(CCCNc2ccnc3cc(Cl)ccc23)n1,6.22
CHEMBL1275764,CC(C)Oc1cc(NC(=N)c2ccccn2)ccc1-c1ccc(-c2ccc(NC(=N)c3ccccn3)cc2OC(C)C)o1,7.05
CHEMBL562576,COc1ccccc1NC(=S)Nc1ccc2nc(Oc3ccc(F)cc3C(C)O)c(Cc3ccccc3)cc2c1,5.36
CHEMBL539189,CC(O)c1cc(F)ccc1Oc1nc2ccc(NC(=O)Nc3cccc([N+](=O)[O-])c3)cc2cc1Cc1ccccc1,6.00
CHEMBL3431084,Cc1nn2c(=O)c3c([nH]c2c1-c1ccc(Cl)cc1)CCCC3,6.15
CHEMBL3818463,COc1ccc(/C=C(\C)C(=O)/C=C/c2ccc(Cl)cc2)cc1,4.72
CHEMBL1872842,O=C(NCCc1csc(-c2ccccc2)n1)c1ccccc1,6.04
CHEMBL3787052,NC(=S)N/N=C/CSc1cccc(Cl)c1,5.75
CHEMBL3785286,NC(=S)N/N=C/CSc1ccccc1Cl,5.51
CHEMBL3786871,NC(=S)N/N=C/CSc1cc(Cl)ccc1Cl,5.59
CHEMBL3221059,CCCN(CCCc1ccccc1)CCCc1ccccc1,4.73
CHEMBL3770131,Cc1sc(NN2C(=O)c3ccccc3C2=O)nc1-c1ccc(Br)cc1,4.42
CHEMBL3220275,CCN1/C(=C/C=C/c2oc3ccc(C)cc3[n+]2C)Sc2ccc(F)cc21.[Cl-],7.57
CHEMBL1773911,NCCCCNCCCNC(=O)C(=O)c1c[nH]c2cc(Br)ccc12.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,4.09
CHEMBL1566898,Cc1ccccc1NS(=O)(=O)c1ccc2[nH]cc(C(=O)NC3CCCCC3)c(=O)c2c1,4.60
CHEMBL1365653,O=C(COc1ncnc2cc([N+](=O)[O-])ccc12)NC(=O)NC1CCCCC1,6.00
CHEMBL1773914,CC(C)(C)OC(=O)NCCCCNCCCNC(=O)C(=O)c1c[nH]c2cc(Br)ccc12,4.55
CHEMBL3780946,O=C(O[C@@H](Cn1ccnc1)c1ccc(F)cc1)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1,5.91
CHEMBL4454435,Cl.Cl.Cl.Cl.Cl.Cl.c1ccc2c(CNCCN(CCNCc3ccnc4ccccc34)CCNCc3ccnc4ccccc34)ccnc2c1,4.70
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,5.00
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,4.78
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,4.91
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,4.82
CHEMBL3431323,Cc1ccc(S(=O)(=O)Nc2ccc(CN3CCN(C(=O)c4cccc(C#N)c4)CC3)cc2)cc1.O=C(O)C(F)(F)F,6.40
CHEMBL3431329,CC(c1ccccn1)N(C)Cc1nc2ccccc2n1C(C)C,5.70
CHEMBL3431343,O=C(Cn1cnc2cc([N+](=O)[O-])ccc2c1=O)NCCc1ccc(Cl)cc1Cl,6.70
CHEMBL3431350,COc1ccc2nccc([C@H](O)CN3CC[C@H](NC(=O)c4ccc(Br)cc4)[C@@H](O)C3)c2n1,6.80
CHEMBL3431191,CC(=O)Nc1ccc(-c2noc(CC3CCCN(Cc4cccc(F)c4C)C3)n2)cc1,4.50
CHEMBL3431004,CC(=O)Nc1ccc(-c2csc(NC(=O)c3ccc([N+](=O)[O-])s3)n2)cc1,6.90
CHEMBL2435424,COc1cc2c(cc1C(C)NCc1ccccc1)C=CC(C)(C)O2,4.47
CHEMBL2435438,COc1cc2c(cc1C(C)N(C)CCCc1ccccc1)C=CC(C)(C)O2,5.04
CHEMBL2435434,CCN(CC)CCCC(C)NC(C)c1cc2c(cc1OC)OC(C)(C)C=C2,4.45
CHEMBL3763857,CCOC(=O)c1sc(NCc2cncn2Cc2ccc([N+](=O)[O-])cc2)c(C#N)c1-c1ccc(Cl)cc1,6.42
CHEMBL3764732,CCOC(=O)c1sc(N(Cc2cncn2Cc2ccc([N+](=O)[O-])cc2)C(=O)OC(C)(C)C)c(C#N)c1-c1ccc(Cl)cc1,5.09
CHEMBL3764227,CCCCCCCC(=O)/C=C/c1ccc(O)cc1,4.93
CHEMBL3431053,Nc1nc(-c2ccccn2)nc(-n2nc(-c3ccccc3)cc2N)n1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,5.70
CHEMBL3430954,COc1ccc(NS(=O)(=O)c2cccc(NC(=O)c3cc(F)cc(F)c3)c2)cc1,6.10
CHEMBL3430955,Cc1cc(N(C)C)nc(Nc2ccccc2C)n1,5.80
CHEMBL3430958,CCN(CC)c1ncc(C(=O)c2ccc([N+](=O)[O-])o2)s1,5.40
CHEMBL3431044,O=c1[nH]c(C=Cc2cccc(OCCOc3ccccc3)c2)nc(O)c1[N+](=O)[O-],6.70
CHEMBL3431011,O=C(Nc1nc2cc(Cl)ccc2o1)c1cccc(Cl)c1,6.10
CHEMBL3431425,COc1cccc(Nc2cc(C)nc(-c3ccccn3)n2)c1,5.30
CHEMBL3785196,O=[N+]([O-])c1cn2c(n1)OC(COCc1ccc(OC(F)(F)F)cc1)C2,6.22
CHEMBL3787306,CC1(COCc2ccc(OC(F)(F)F)cc2)Cn2cc([N+](=O)[O-])nc2O1,6.38
CHEMBL3430937,COc1ccc(CN2C(=O)C(O)(CC(=O)c3ccncc3)c3cc(Br)ccc32)cc1OC,4.90
CHEMBL3431321,Cc1ccccc1OCC(=O)N1CCCN(c2cccnn2)CC1,6.20
CHEMBL1466712,c1ccc(-c2nc(NCc3ccco3)c3ccccc3n2)nc1,5.40
CHEMBL1862979,CCS(=O)(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,6.21
CHEMBL1863050,O=C(NCC1CCCCC1)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1,7.00
CHEMBL1863179,NC(=O)c1cccc(C(O)(c2ccc(C(F)(F)F)cc2)c2cccnc2)c1,7.16
CHEMBL1863436,FC(F)(F)c1ccc(N2CCC(NC(c3ccc(Cl)cc3)c3cccnc3)CC2)nc1,7.34
CHEMBL1863108,Fc1ccc(N2CCC(NC(c3cccnc3)c3ccc(Cl)cc3F)CC2)cc1F,7.85
CHEMBL1862918,CCn1cc(C(NC2CCN(c3ccc(C(F)(F)F)cc3)CC2)c2cccnc2)cn1,7.27
CHEMBL1862796,CC(C)Oc1ccc(C(NC2CCN(C(=O)Nc3ccccc3)CC2)c2cccnc2)cc1,7.14
CHEMBL1863444,O=C(OCc1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,7.47
CHEMBL1862857,O=C(Nc1ccc(Cl)cc1)NC1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,8.22
CHEMBL3431076,CN1CCC(N(C)c2nccc(N3CCN(C(=O)c4cccc(-c5cccnc5)c4)CC3)n2)CC1,5.10
CHEMBL3430944,O=C(CN(Cc1ccccn1)Cc1ccccn1)NCc1ccc(-c2csnn2)cc1.O=C(O)C(F)(F)F,5.40
CHEMBL3430960,O=C1CSC(c2cccnc2)N1c1ccc(Cl)cc1Cl,7.15
CHEMBL3431051,COc1ccc(Nc2nc(-c3ccccn3)cc(N3CCCC(O)C3)n2)cc1,5.40
CHEMBL3431017,N#Cc1cccc(CN2CCC(c3nc(-c4ccc(C(F)(F)F)nc4)no3)CC2)c1,5.70
CHEMBL1459090,CCCn1ncc(CN2CCCC(C(=O)c3cccc(OC(C)C)c3)C2)c1C,7.46
CHEMBL4570536,O=S(=O)(c1ccc(Br)cc1)n1cnc2ccccc21,4.45
CHEMBL423172,Cn1c([N+](=O)[O-])cnc1-c1nnc(N)s1,5.08
CHEMBL423172,Cn1c([N+](=O)[O-])cnc1-c1nnc(N)s1,5.77
CHEMBL3805889,Cc1ccc(N2CCN(CC(=O)Nc3ncc([N+](=O)[O-])s3)CC2)cc1,5.03
CHEMBL20307,Fc1ccc(-n2ccc(C(c3ccc(Cl)cc3)n3ccnc3)c2)cc1,5.48
CHEMBL278568,Fc1ccc(-n2ccc(C(c3ccccc3)n3ccnc3)c2)cc1,5.21
CHEMBL414435,Clc1ccc(-c2c[nH]cc2C(c2ccc(Cl)cc2)n2ccnc2)cc1,7.24
CHEMBL3416736,CC(C)(C)OC(=O)N1CCN(C(=O)OC(C)(C)C)C1=Nc1ccc2[nH]c3ccc(N=C4N(C(=O)OC(C)(C)C)CCN4C(=O)OC(C)(C)C)cc3c(=O)c2c1,4.30
CHEMBL1172238,FC(F)(F)Oc1ccc2c(c1)C[C@H]1C[C@@H](c3ccccc3)N2O1,4.57
CHEMBL4100836,O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)Nc1ncc([N+](=O)[O-])s1,4.80
CHEMBL1401,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,4.73
CHEMBL1209804,N#Cc1c(-c2ccco2)[n+]([O-])c2ccccc2[n+]1[O-],4.60
CHEMBL4127450,COc1ccc(C(=O)CCN2CCN(c3ccc(Cl)cc3)CC2)cc1,5.14
CHEMBL4128725,COc1ccc(C(=O)CCN2CCN(Cc3cccc(C)c3)CC2)cc1OC,4.55
CHEMBL4126091,O=C(CCN1CCN(c2ccc(C(F)(F)F)cc2)CC1)c1ccc(F)c(Br)c1,4.59
CHEMBL4126726,O=C(CCN1CCN(c2ccc([N+](=O)[O-])cc2)CC1)c1ccc(Cl)c(F)c1,4.81
CHEMBL4130237,O=C(CCN1CCN(c2ccc([N+](=O)[O-])cc2)CC1)c1ccc(C(F)(F)F)cc1,4.82
CHEMBL3410631,CC(O)(Cn1cnc([N+](=O)[O-])n1)c1ccc(-n2ccnc2)cc1,5.48
CHEMBL3397115,CS/C(=C/[N+](=O)[O-])Nc1ccc(Br)cc1,4.69
CHEMBL1504404,COc1ccc(-c2nc3ccccc3nc2-c2ccc(OC)cc2)cc1,4.44
CHEMBL3397257,CS(=O)(=O)c1nc2ccc(Cl)cc2nc1NC1CCCCC1,5.70
CHEMBL3397266,CCCCNc1nc2ccc(OC)cc2nc1NCc1ccccc1,4.42
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,4.61
CHEMBL2316640,O=C1C(O)=C(C(Sc2ccc(O)cc2)c2ccccc2)C(=O)c2ccccc21,4.72
CHEMBL4277606,CCCCCc1cn(C/C=C(/C)CC/C=C(\C)CCC=C(C)C)nn1,4.75
CHEMBL4277070,Cc1cccc(-c2nc3c([nH]2)c2c(c4ccccc43)OC(C)(C)CC2)c1,4.43
CHEMBL3342751,COc1c(C)n(OC)c2c(c1=O)[C@@H](CCCCCc1ccccc1)CCC2,7.70
CHEMBL3342753,CCCCCCCC[C@@H]1CCCc2c1c(=O)c(OC)c(CO)n2OC,5.66
CHEMBL3342755,COc1c(OC)c(C)[n+]([O-])c2c1[C@H](CCCCCc1ccccc1)CCC2,5.51
CHEMBL3330190,Cc1ccc([C@@H]2C[C@H]3Cc4cc(OC(F)(F)F)ccc4N2O3)s1,4.36
CHEMBL3330199,O=[N+]([O-])c1ccc([C@@H]2C[C@H]3Cc4cc(F)ccc4N2O3)o1,4.53
CHEMBL3330178,Cc1ccc([C@@H]2C[C@H]3Cc4ccccc4N2O3)s1,4.04
CHEMBL500482,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)c([C@@H]4C(O)c5c(O)cc(O)cc5O[C@H]4c4ccc(O)cc4)c3O2)cc1,4.46
CHEMBL188061,CC(C)=CCc1cc(O)c2c(=O)c3cccc(O)c3oc2c1O,5.16
CHEMBL3329505,Cc1ccc(-c2csc(N/N=C/c3ccccn3)n2)cc1,4.78
CHEMBL3329507,Cc1sc(N/N=C/c2ccccn2)nc1-c1ccc(Br)cc1,5.58
CHEMBL3329508,Fc1ccc(-c2csc(N/N=C/c3ccccn3)n2)cc1,4.14
CHEMBL3329520,C/C(=N\Nc1nc(-c2ccc(Cl)cc2Cl)cs1)c1ccccn1,5.72
CHEMBL3329506,Brc1ccc(-c2csc(N/N=C/c3ccccn3)n2)cc1,5.66
CHEMBL3329507,Cc1sc(N/N=C/c2ccccn2)nc1-c1ccc(Br)cc1,4.74
